02-Jan-2018,0.7837
03-Jan-2018,0.7816
04-Jan-2018,0.7835
05-Jan-2018,0.7857
08-Jan-2018,0.7842
09-Jan-2018,0.7854
10-Jan-2018,0.7828
11-Jan-2018,0.7873
12-Jan-2018,0.7885
15-Jan-2018,0.7946
16-Jan-2018,0.7968
17-Jan-2018,0.7955
18-Jan-2018,0.7964
19-Jan-2018,0.8019
22-Jan-2018,0.7990
23-Jan-2018,0.7989
24-Jan-2018,0.8016
25-Jan-2018,0.8094
29-Jan-2018,0.8096
30-Jan-2018,0.8070
31-Jan-2018,0.8073
01-Feb-2018,0.8044
02-Feb-2018,0.7997
05-Feb-2018,0.7929
06-Feb-2018,0.7844
07-Feb-2018,0.7883
08-Feb-2018,0.7812
09-Feb-2018,0.7779
12-Feb-2018,0.7834
13-Feb-2018,0.7870
14-Feb-2018,0.7877
15-Feb-2018,0.7933
16-Feb-2018,0.7965
19-Feb-2018,0.7920
20-Feb-2018,0.7926
21-Feb-2018,0.7852
22-Feb-2018,0.7806
23-Feb-2018,0.7821
26-Feb-2018,0.7863
27-Feb-2018,0.7847
28-Feb-2018,0.7792
01-Mar-2018,0.7731
02-Mar-2018,0.7756
05-Mar-2018,0.7752
06-Mar-2018,0.7773
07-Mar-2018,0.7804
08-Mar-2018,0.7830
09-Mar-2018,0.7792
12-Mar-2018,0.7869
13-Mar-2018,0.7870
14-Mar-2018,0.7871
15-Mar-2018,0.7876
16-Mar-2018,0.7790
19-Mar-2018,0.7691
20-Mar-2018,0.7703
21-Mar-2018,0.7697
22-Mar-2018,0.7744
23-Mar-2018,0.7711
26-Mar-2018,0.7723
27-Mar-2018,0.7738
28-Mar-2018,0.7694
29-Mar-2018,0.7665
03-Apr-2018,0.7685
04-Apr-2018,0.7700
05-Apr-2018,0.7690
06-Apr-2018,0.7677
09-Apr-2018,0.7691
10-Apr-2018,0.7733
11-Apr-2018,0.7749
12-Apr-2018,0.7751
13-Apr-2018,0.7780
16-Apr-2018,0.7769
17-Apr-2018,0.7771
18-Apr-2018,0.7771
19-Apr-2018,0.7804
20-Apr-2018,0.7714
23-Apr-2018,0.7673
24-Apr-2018,0.7608
26-Apr-2018,0.7574
27-Apr-2018,0.7545
30-Apr-2018,0.7570
01-May-2018,0.7540
02-May-2018,0.7503
03-May-2018,0.7524
04-May-2018,0.7538
07-May-2018,0.7520
08-May-2018,0.7514
09-May-2018,0.7435
10-May-2018,0.7458
11-May-2018,0.7534
14-May-2018,0.7549
15-May-2018,0.7508
16-May-2018,0.7484
17-May-2018,0.7540
18-May-2018,0.7519
21-May-2018,0.7519
22-May-2018,0.7588
23-May-2018,0.7541
24-May-2018,0.7562
25-May-2018,0.7565
28-May-2018,0.7578
29-May-2018,0.7535
30-May-2018,0.7501
31-May-2018,0.7564
01-Jun-2018,0.7541
04-Jun-2018,0.7615
05-Jun-2018,0.7633
06-Jun-2018,0.7664
07-Jun-2018,0.7659
08-Jun-2018,0.7609
12-Jun-2018,0.7615
13-Jun-2018,0.7574
14-Jun-2018,0.7555
15-Jun-2018,0.7465
18-Jun-2018,0.7450
19-Jun-2018,0.7380
20-Jun-2018,0.7402
21-Jun-2018,0.7360
22-Jun-2018,0.7398
25-Jun-2018,0.7419
26-Jun-2018,0.7416
27-Jun-2018,0.7380
28-Jun-2018,0.7353
29-Jun-2018,0.7391
02-Jul-2018,0.7382
03-Jul-2018,0.7360
04-Jul-2018,0.7401
05-Jul-2018,0.7378
06-Jul-2018,0.7408
09-Jul-2018,0.7467
10-Jul-2018,0.7457
11-Jul-2018,0.7408
12-Jul-2018,0.7384
13-Jul-2018,0.7416
16-Jul-2018,0.7436
17-Jul-2018,0.7427
18-Jul-2018,0.7361
19-Jul-2018,0.7411
20-Jul-2018,0.7375
23-Jul-2018,0.7423
24-Jul-2018,0.7376
25-Jul-2018,0.7402
26-Jul-2018,0.7436
27-Jul-2018,0.7389
30-Jul-2018,0.7397
31-Jul-2018,0.7431
01-Aug-2018,0.7407
02-Aug-2018,0.7385
03-Aug-2018,0.7370
07-Aug-2018,0.7402
08-Aug-2018,0.7427
09-Aug-2018,0.7441
10-Aug-2018,0.7331
13-Aug-2018,0.7279
14-Aug-2018,0.7271
15-Aug-2018,0.7213
16-Aug-2018,0.7275
17-Aug-2018,0.7270
20-Aug-2018,0.7306
21-Aug-2018,0.7360
22-Aug-2018,0.7356
23-Aug-2018,0.7294
24-Aug-2018,0.7280
27-Aug-2018,0.7323
28-Aug-2018,0.7328
29-Aug-2018,0.7309
30-Aug-2018,0.7280
31-Aug-2018,0.7260
03-Sep-2018,0.7200
04-Sep-2018,0.7228
05-Sep-2018,0.7186
06-Sep-2018,0.7171
07-Sep-2018,0.7151
10-Sep-2018,0.7115
11-Sep-2018,0.7126
12-Sep-2018,0.7103
13-Sep-2018,0.7181
14-Sep-2018,0.7200
17-Sep-2018,0.7162
18-Sep-2018,0.7207
19-Sep-2018,0.7248
20-Sep-2018,0.7260
21-Sep-2018,0.7296
24-Sep-2018,0.7262
25-Sep-2018,0.7244
26-Sep-2018,0.7264
27-Sep-2018,0.7233
28-Sep-2018,0.7222
02-Oct-2018,0.7200
03-Oct-2018,0.7182
04-Oct-2018,0.7085
05-Oct-2018,0.7065
08-Oct-2018,0.7059
09-Oct-2018,0.7090
10-Oct-2018,0.7118
11-Oct-2018,0.7072
12-Oct-2018,0.7123
15-Oct-2018,0.7108
16-Oct-2018,0.7122
17-Oct-2018,0.7136
18-Oct-2018,0.7131
19-Oct-2018,0.7109
22-Oct-2018,0.7107
23-Oct-2018,0.7063
24-Oct-2018,0.7104
25-Oct-2018,0.7077
26-Oct-2018,0.7034
29-Oct-2018,0.7099
30-Oct-2018,0.7093
31-Oct-2018,0.7085
01-Nov-2018,0.7130
02-Nov-2018,0.7243
05-Nov-2018,0.7189
06-Nov-2018,0.7213
07-Nov-2018,0.7264
08-Nov-2018,0.7274
09-Nov-2018,0.7244
12-Nov-2018,0.7226
13-Nov-2018,0.7212
14-Nov-2018,0.7217
15-Nov-2018,0.7279
16-Nov-2018,0.7269
19-Nov-2018,0.7308
20-Nov-2018,0.7274
21-Nov-2018,0.7235
22-Nov-2018,0.7250
23-Nov-2018,0.7250
26-Nov-2018,0.7250
27-Nov-2018,0.7228
28-Nov-2018,0.7233
29-Nov-2018,0.7314
30-Nov-2018,0.7316
03-Dec-2018,0.7367
04-Dec-2018,0.7375
05-Dec-2018,0.7288
06-Dec-2018,0.7226
07-Dec-2018,0.7233
10-Dec-2018,0.7221
11-Dec-2018,0.7205
12-Dec-2018,0.7215
13-Dec-2018,0.7226
14-Dec-2018,0.7189
17-Dec-2018,0.7173
18-Dec-2018,0.7189
19-Dec-2018,0.7193
20-Dec-2018,0.7095
21-Dec-2018,0.7110
24-Dec-2018,0.7065
27-Dec-2018,0.7060
28-Dec-2018,0.7051
31-Dec-2018,0.7058
02-Jan-2019,0.7020
03-Jan-2019,0.6945
04-Jan-2019,0.7024
07-Jan-2019,0.7133
08-Jan-2019,0.7130
09-Jan-2019,0.7154
10-Jan-2019,0.7185
11-Jan-2019,0.7220
14-Jan-2019,0.7184
15-Jan-2019,0.7212
16-Jan-2019,0.7196
17-Jan-2019,0.7152
18-Jan-2019,0.7193
21-Jan-2019,0.7169
22-Jan-2019,0.7137
23-Jan-2019,0.7137
24-Jan-2019,0.7110
25-Jan-2019,0.7095
29-Jan-2019,0.7167
30-Jan-2019,0.7195
31-Jan-2019,0.7268
01-Feb-2019,0.7241
04-Feb-2019,0.7227
05-Feb-2019,0.7260
06-Feb-2019,0.7153
07-Feb-2019,0.7099
08-Feb-2019,0.7076
11-Feb-2019,0.7093
12-Feb-2019,0.7072
13-Feb-2019,0.7134
14-Feb-2019,0.7119
15-Feb-2019,0.7093
18-Feb-2019,0.7150
19-Feb-2019,0.7113
20-Feb-2019,0.7163
21-Feb-2019,0.7162
22-Feb-2019,0.7093
25-Feb-2019,0.7144
26-Feb-2019,0.7159
27-Feb-2019,0.7183
28-Feb-2019,0.7146
01-Mar-2019,0.7093
04-Mar-2019,0.7095
05-Mar-2019,0.7076
06-Mar-2019,0.7035
07-Mar-2019,0.7049
08-Mar-2019,0.7009
11-Mar-2019,0.7044
12-Mar-2019,0.7069
13-Mar-2019,0.7055
14-Mar-2019,0.7059
15-Mar-2019,0.7081
18-Mar-2019,0.7115
19-Mar-2019,0.7105
20-Mar-2019,0.7075
21-Mar-2019,0.7145
22-Mar-2019,0.7106
25-Mar-2019,0.7079
26-Mar-2019,0.7122
27-Mar-2019,0.7101
28-Mar-2019,0.7097
29-Mar-2019,0.7087
01-Apr-2019,0.7121
02-Apr-2019,0.7080
03-Apr-2019,0.7106
04-Apr-2019,0.7111
05-Apr-2019,0.7125
08-Apr-2019,0.7094
09-Apr-2019,0.7136
10-Apr-2019,0.7144
11-Apr-2019,0.7163
12-Apr-2019,0.7132
15-Apr-2019,0.7168
16-Apr-2019,0.7147
17-Apr-2019,0.7200
18-Apr-2019,0.7183
23-Apr-2019,0.7121
24-Apr-2019,0.7039
26-Apr-2019,0.7025
29-Apr-2019,0.7056
30-Apr-2019,0.7039
01-May-2019,0.7054
02-May-2019,0.7020
03-May-2019,0.6998
06-May-2019,0.6989
07-May-2019,0.7034
08-May-2019,0.7023
09-May-2019,0.6976
10-May-2019,0.6995
13-May-2019,0.6976
14-May-2019,0.6955
15-May-2019,0.6932
16-May-2019,0.6914
17-May-2019,0.6881
20-May-2019,0.6920
21-May-2019,0.6878
22-May-2019,0.6875
23-May-2019,0.6876
24-May-2019,0.6888
27-May-2019,0.6937
28-May-2019,0.6929
29-May-2019,0.6930
30-May-2019,0.6929
31-May-2019,0.6916
03-Jun-2019,0.6948
04-Jun-2019,0.6982
05-Jun-2019,0.7000
06-Jun-2019,0.6975
07-Jun-2019,0.6970
11-Jun-2019,0.6953
12-Jun-2019,0.6948
13-Jun-2019,0.6913
14-Jun-2019,0.6898
17-Jun-2019,0.6878
18-Jun-2019,0.6840
19-Jun-2019,0.6878
20-Jun-2019,0.6895
21-Jun-2019,0.6933
24-Jun-2019,0.6954
25-Jun-2019,0.6958
26-Jun-2019,0.6970
27-Jun-2019,0.6992
28-Jun-2019,0.7013
01-Jul-2019,0.6994
02-Jul-2019,0.6979
03-Jul-2019,0.6998
04-Jul-2019,0.7036
05-Jul-2019,0.7020
08-Jul-2019,0.6990
09-Jul-2019,0.6958
10-Jul-2019,0.6924
11-Jul-2019,0.6972
12-Jul-2019,0.7001
15-Jul-2019,0.7034
16-Jul-2019,0.7036
17-Jul-2019,0.7010
18-Jul-2019,0.7034
19-Jul-2019,0.7065
22-Jul-2019,0.7038
23-Jul-2019,0.7019
24-Jul-2019,0.6985
25-Jul-2019,0.6968
26-Jul-2019,0.6944
29-Jul-2019,0.6908
30-Jul-2019,0.6895
31-Jul-2019,0.6894
01-Aug-2019,0.6851
02-Aug-2019,0.6812
06-Aug-2019,0.6784
07-Aug-2019,0.6716
08-Aug-2019,0.6775
09-Aug-2019,0.6810
12-Aug-2019,0.6786
13-Aug-2019,0.6764
